Time(sec)	CellId	BwpId	IMSI	pathLoss(dB)
15.3	1	0	8	-67.5873
15.3	1	0	9	-102.589
15.302	1	0	0	-68.4184
15.302	1	0	1	-64.0342
15.302	1	0	2	-94.5095
15.302	1	0	3	-98.0343
15.302	1	0	4	-83.3773
15.302	1	0	5	-98.3221
15.302	1	0	6	-85.4509
15.302	1	0	7	-95.9592
15.302	1	0	8	-67.5873
15.302	1	0	9	-102.589
15.303	1	0	0	-68.4184
15.303	1	0	1	-64.0342
15.303	1	0	2	-94.5095
15.303	1	0	3	-98.0343
15.303	1	0	4	-83.3773
15.303	1	0	5	-98.3221
15.303	1	0	6	-85.4509
15.303	1	0	7	-95.9592
15.303	1	0	8	-67.5873
15.303	1	0	9	-102.589
15.305	1	0	0	-68.4184
15.305	1	0	1	-64.0342
15.305	1	0	2	-94.5095
15.305	1	0	3	-98.0343
15.305	1	0	4	-83.3773
15.305	1	0	5	-98.3221
15.305	1	0	6	-85.4509
15.305	1	0	7	-95.9592
15.305	1	0	8	-67.5873
15.305	1	0	9	-102.589
15.306	1	0	0	-68.4184
15.306	1	0	1	-64.0342
15.306	1	0	2	-94.5095
15.306	1	0	3	-98.0343
15.306	1	0	4	-83.3773
15.306	1	0	5	-98.3221
15.306	1	0	6	-85.4509
15.306	1	0	7	-95.9592
15.306	1	0	8	-67.5873
15.306	1	0	9	-102.589
15.31	1	0	0	-68.4184
15.31	1	0	1	-64.0342
15.31	1	0	2	-94.5095
15.31	1	0	3	-98.0343
15.31	1	0	4	-83.3773
15.31	1	0	5	-98.3221
15.31	1	0	6	-85.4509
15.31	1	0	7	-95.9592
15.31	1	0	8	-67.5873
15.31	1	0	9	-102.589
15.311	1	0	0	-68.4184
15.311	1	0	1	-64.0342
15.311	1	0	2	-94.5095
15.311	1	0	3	-98.0343
15.311	1	0	4	-83.3773
15.311	1	0	5	-98.3221
15.311	1	0	6	-85.4509
15.311	1	0	7	-95.9592
15.311	1	0	8	-67.5873
15.311	1	0	9	-102.589
15.312	1	0	0	-68.4184
15.312	1	0	1	-64.0342
15.312	1	0	2	-94.5095
15.312	1	0	3	-98.0343
15.312	1	0	4	-83.3773
15.312	1	0	5	-98.3221
15.312	1	0	6	-85.4509
15.312	1	0	7	-95.9592
15.312	1	0	8	-67.5873
15.312	1	0	9	-102.589
15.313	1	0	0	-68.4184
15.313	1	0	1	-64.0342
15.313	1	0	2	-94.5095
15.313	1	0	3	-98.0343
15.313	1	0	4	-83.3773
15.313	1	0	5	-98.3221
15.313	1	0	6	-85.4509
15.313	1	0	7	-95.9592
15.313	1	0	8	-67.5873
15.313	1	0	9	-102.589
15.314	1	0	0	-68.4184
15.314	1	0	1	-64.0342
15.314	1	0	2	-94.5095
15.314	1	0	3	-98.0343
15.314	1	0	4	-83.3773
15.314	1	0	5	-98.3221
15.314	1	0	6	-85.4509
15.314	1	0	7	-95.9592
15.314	1	0	8	-67.5873
15.314	1	0	9	-102.589
15.315	1	0	0	-68.4184
15.315	1	0	1	-64.0342
15.315	1	0	2	-94.5095
15.315	1	0	3	-98.0343
15.315	1	0	4	-83.3773
15.315	1	0	5	-98.3221
15.315	1	0	6	-85.4509
15.315	1	0	7	-95.9592
15.315	1	0	8	-67.5873
15.315	1	0	9	-102.589
15.316	1	0	0	-68.4184
15.316	1	0	1	-64.0342
15.316	1	0	2	-94.5095
15.316	1	0	3	-98.0343
15.316	1	0	4	-83.3773
15.316	1	0	5	-98.3221
15.316	1	0	6	-85.4509
15.316	1	0	7	-95.9592
15.316	1	0	8	-67.5873
15.316	1	0	9	-102.589
15.317	1	0	0	-68.4184
15.317	1	0	1	-64.0342
15.317	1	0	2	-94.5095
15.317	1	0	3	-98.0343
15.317	1	0	4	-83.3773
15.317	1	0	5	-98.3221
15.317	1	0	6	-85.4509
15.317	1	0	7	-95.9592
15.317	1	0	8	-67.5873
15.317	1	0	9	-102.589
15.318	1	0	0	-68.4184
15.318	1	0	1	-64.0342
15.318	1	0	2	-94.5095
15.318	1	0	3	-98.0343
15.318	1	0	4	-83.3773
15.318	1	0	5	-98.3221
15.318	1	0	6	-85.4509
15.318	1	0	7	-95.9592
15.318	1	0	8	-67.5873
15.318	1	0	9	-102.589
15.319	1	0	0	-68.4184
15.319	1	0	1	-64.0342
15.319	1	0	2	-94.5095
15.319	1	0	3	-98.0343
15.319	1	0	4	-83.3773
15.319	1	0	5	-98.3221
15.319	1	0	6	-85.4509
15.319	1	0	7	-95.9592
15.319	1	0	8	-67.5873
15.319	1	0	9	-102.589
15.32	1	0	0	-68.4184
15.32	1	0	1	-64.0342
15.32	1	0	2	-94.5095
15.32	1	0	3	-98.0343
15.32	1	0	4	-83.3773
15.32	1	0	5	-98.3221
15.32	1	0	6	-85.4509
15.32	1	0	7	-95.9592
15.32	1	0	8	-67.5873
15.32	1	0	9	-102.589
15.321	1	0	0	-68.4184
15.321	1	0	1	-64.0342
15.321	1	0	2	-94.5095
15.321	1	0	3	-98.0343
15.321	1	0	4	-83.3773
15.321	1	0	5	-98.3221
15.321	1	0	6	-85.4509
15.321	1	0	7	-95.9592
15.321	1	0	8	-67.5873
15.321	1	0	9	-102.589
15.322	1	0	0	-68.4184
15.322	1	0	1	-64.0342
15.322	1	0	2	-94.5095
15.322	1	0	3	-98.0343
15.322	1	0	4	-83.3773
15.322	1	0	5	-98.3221
15.322	1	0	6	-85.4509
15.322	1	0	7	-95.9592
15.322	1	0	8	-67.5873
15.322	1	0	9	-102.589
15.323	1	0	0	-68.4184
15.323	1	0	1	-64.0342
15.323	1	0	2	-94.5095
15.323	1	0	3	-98.0343
15.323	1	0	4	-83.3773
15.323	1	0	5	-98.3221
15.323	1	0	6	-85.4509
15.323	1	0	7	-95.9592
15.323	1	0	8	-67.5873
15.323	1	0	9	-102.589
15.324	1	0	0	-68.4184
15.324	1	0	1	-64.0342
15.324	1	0	2	-94.5095
15.324	1	0	3	-98.0343
15.324	1	0	4	-83.3773
15.324	1	0	5	-98.3221
15.324	1	0	6	-85.4509
15.324	1	0	7	-95.9592
15.324	1	0	8	-67.5873
15.324	1	0	9	-102.589
15.325	1	0	0	-68.4184
15.325	1	0	1	-64.0342
15.325	1	0	2	-94.5095
15.325	1	0	3	-98.0343
15.325	1	0	4	-83.3773
15.325	1	0	5	-98.3221
15.325	1	0	6	-85.4509
15.325	1	0	7	-95.9592
15.325	1	0	8	-67.5873
15.325	1	0	9	-102.589
15.33	1	0	0	-68.4184
15.33	1	0	1	-64.0342
15.33	1	0	2	-94.5095
15.33	1	0	3	-98.0343
15.33	1	0	4	-83.3773
15.33	1	0	5	-98.3221
15.33	1	0	6	-85.4509
15.33	1	0	7	-95.9592
15.33	1	0	8	-67.5873
15.33	1	0	9	-102.589
15.335	1	0	0	-68.4184
15.335	1	0	1	-64.0342
15.335	1	0	2	-94.5095
15.335	1	0	3	-98.0343
15.335	1	0	4	-83.3773
15.335	1	0	5	-98.3221
15.335	1	0	6	-85.4509
15.335	1	0	7	-95.9592
15.335	1	0	8	-67.5873
15.335	1	0	9	-102.589
15.337	1	0	0	-68.4184
15.337	1	0	1	-64.0342
15.337	1	0	2	-94.5095
15.337	1	0	3	-98.0343
15.337	1	0	4	-83.3773
15.337	1	0	5	-98.3221
15.337	1	0	6	-85.4509
15.337	1	0	7	-95.9592
15.337	1	0	8	-67.5873
15.337	1	0	9	-102.589
15.34	1	0	0	-68.4184
15.34	1	0	1	-64.0342
15.34	1	0	2	-94.5095
15.34	1	0	3	-98.0343
15.34	1	0	4	-83.3773
15.34	1	0	5	-98.3221
15.34	1	0	6	-85.4509
15.34	1	0	7	-95.9592
15.34	1	0	8	-67.5873
15.34	1	0	9	-102.589
15.345	1	0	0	-68.4184
15.345	1	0	1	-64.0342
15.345	1	0	2	-94.5095
15.345	1	0	3	-98.0343
15.345	1	0	4	-83.3773
15.345	1	0	5	-98.3221
15.345	1	0	6	-85.4509
15.345	1	0	7	-95.9592
15.345	1	0	8	-67.5873
15.345	1	0	9	-102.589
15.35	1	0	0	-68.4184
15.35	1	0	1	-64.0342
15.35	1	0	2	-94.5095
15.35	1	0	3	-98.0343
15.35	1	0	4	-83.3773
15.35	1	0	5	-98.3221
15.35	1	0	6	-85.4509
15.35	1	0	7	-95.9592
15.35	1	0	8	-67.5873
15.35	1	0	9	-102.589
15.355	1	0	0	-68.4184
15.355	1	0	1	-64.0342
15.355	1	0	2	-94.5095
15.355	1	0	3	-98.0343
15.355	1	0	4	-83.3773
15.355	1	0	5	-98.3221
15.355	1	0	6	-85.4509
15.355	1	0	7	-95.9592
15.355	1	0	8	-67.5873
15.355	1	0	9	-102.589
15.36	1	0	0	-68.4184
15.36	1	0	1	-64.0342
15.36	1	0	2	-94.5095
15.36	1	0	3	-98.0343
15.36	1	0	4	-83.3773
15.36	1	0	5	-98.3221
15.36	1	0	6	-85.4509
15.36	1	0	7	-95.9592
15.36	1	0	8	-67.5873
15.36	1	0	9	-102.589
15.365	1	0	0	-68.4184
15.365	1	0	1	-64.0342
15.365	1	0	2	-94.5095
15.365	1	0	3	-98.0343
15.365	1	0	4	-83.3773
15.365	1	0	5	-98.3221
15.365	1	0	6	-85.4509
15.365	1	0	7	-95.9592
15.365	1	0	8	-67.5873
15.365	1	0	9	-102.589
15.369	1	0	0	-68.4184
15.369	1	0	1	-64.0342
15.369	1	0	2	-94.5095
15.369	1	0	3	-98.0343
15.369	1	0	4	-83.3773
15.369	1	0	5	-98.3221
15.369	1	0	6	-85.4509
15.369	1	0	7	-95.9592
15.369	1	0	8	-67.5873
15.369	1	0	9	-102.589
15.37	1	0	0	-68.4184
15.37	1	0	1	-64.0342
15.37	1	0	2	-94.5095
15.37	1	0	3	-98.0343
15.37	1	0	4	-83.3773
15.37	1	0	5	-98.3221
15.37	1	0	6	-85.4509
15.37	1	0	7	-95.9592
15.37	1	0	8	-67.5873
15.37	1	0	9	-102.589
15.375	1	0	0	-68.4184
15.375	1	0	1	-64.0342
15.375	1	0	2	-94.5095
15.375	1	0	3	-98.0343
15.375	1	0	4	-83.3773
15.375	1	0	5	-98.3221
15.375	1	0	6	-85.4509
15.375	1	0	7	-95.9592
15.375	1	0	8	-67.5873
15.375	1	0	9	-102.589
15.38	1	0	0	-68.4184
15.38	1	0	1	-64.0342
15.38	1	0	2	-94.5095
15.38	1	0	3	-98.0343
15.38	1	0	4	-83.3773
15.38	1	0	5	-98.3221
15.38	1	0	6	-85.4509
15.38	1	0	7	-95.9592
15.38	1	0	8	-67.5873
15.38	1	0	9	-102.589
15.382	1	0	0	-68.4184
15.382	1	0	1	-64.0342
15.382	1	0	2	-94.5095
15.382	1	0	3	-98.0343
15.382	1	0	4	-83.3773
15.382	1	0	5	-98.3221
15.382	1	0	6	-85.4509
15.382	1	0	7	-95.9592
15.382	1	0	8	-67.5873
15.382	1	0	9	-102.589
15.383	1	0	0	-68.4184
15.383	1	0	1	-64.0342
15.383	1	0	2	-94.5095
15.383	1	0	3	-98.0343
15.383	1	0	4	-83.3773
15.383	1	0	5	-98.3221
15.383	1	0	6	-85.4509
15.383	1	0	7	-95.9592
15.383	1	0	8	-67.5873
15.383	1	0	9	-102.589
15.385	1	0	0	-68.4184
15.385	1	0	1	-64.0342
15.385	1	0	2	-94.5095
15.385	1	0	3	-98.0343
15.385	1	0	4	-83.3773
15.385	1	0	5	-98.3221
15.385	1	0	6	-85.4509
15.385	1	0	7	-95.9592
15.385	1	0	8	-67.5873
15.385	1	0	9	-102.589
15.39	1	0	0	-68.4184
15.39	1	0	1	-64.0342
15.39	1	0	2	-94.5095
15.39	1	0	3	-98.0343
15.39	1	0	4	-83.3773
15.39	1	0	5	-98.3221
15.39	1	0	6	-85.4509
15.39	1	0	7	-95.9592
15.39	1	0	8	-67.5873
15.39	1	0	9	-102.589
15.395	1	0	0	-68.4184
15.395	1	0	1	-64.0342
15.395	1	0	2	-94.5095
15.395	1	0	3	-98.0343
15.395	1	0	4	-83.3773
15.395	1	0	5	-98.3221
15.395	1	0	6	-85.4509
15.395	1	0	7	-95.9592
15.395	1	0	8	-67.5873
15.395	1	0	9	-102.589
15.397	1	0	0	-68.4184
15.397	1	0	1	-64.0342
15.397	1	0	2	-94.5095
15.397	1	0	3	-98.0343
15.397	1	0	4	-83.3773
15.397	1	0	5	-98.3221
15.397	1	0	6	-85.4509
15.397	1	0	7	-95.9592
15.397	1	0	8	-67.5873
15.397	1	0	9	-102.589
15.399	1	0	0	-68.4184
15.399	1	0	1	-64.0342
15.399	1	0	2	-94.5095
15.399	1	0	3	-98.0343
15.399	1	0	4	-83.3773
15.399	1	0	5	-98.3221
15.399	1	0	6	-85.4509
15.399	1	0	7	-95.9592
15.399	1	0	8	-67.5873
15.399	1	0	9	-102.589
15.4	1	0	0	-68.4184
15.4	1	0	1	-64.0342
15.4	1	0	2	-94.5095
15.4	1	0	3	-98.0343
15.4	1	0	4	-83.3773
15.4	1	0	5	-98.3221
15.4	1	0	6	-85.4509
15.4	1	0	7	-95.9592
15.4	1	0	8	-67.5873
15.4	1	0	9	-102.589
15.405	1	0	0	-68.4184
15.405	1	0	1	-64.0342
15.405	1	0	2	-94.5095
15.405	1	0	3	-98.0343
15.405	1	0	4	-83.3773
15.405	1	0	5	-98.3221
15.405	1	0	6	-85.4509
15.405	1	0	7	-95.9592
15.405	1	0	8	-67.5873
15.405	1	0	9	-102.589
15.41	1	0	0	-68.4184
15.41	1	0	1	-64.0342
15.41	1	0	2	-94.5095
15.41	1	0	3	-98.0343
15.41	1	0	4	-83.3773
15.41	1	0	5	-98.3221
15.41	1	0	6	-85.4509
15.41	1	0	7	-95.9592
15.41	1	0	8	-67.5873
15.41	1	0	9	-102.589
15.411	1	0	0	-68.4184
15.411	1	0	1	-64.0342
15.411	1	0	2	-94.5095
15.411	1	0	3	-98.0343
15.411	1	0	4	-83.3773
15.411	1	0	5	-98.3221
15.411	1	0	6	-85.4509
15.411	1	0	7	-95.9592
15.411	1	0	8	-67.5873
15.411	1	0	9	-102.589
15.412	1	0	0	-68.4184
15.412	1	0	1	-64.0342
15.412	1	0	2	-94.5095
15.412	1	0	3	-98.0343
15.412	1	0	4	-83.3773
15.412	1	0	5	-98.3221
15.412	1	0	6	-85.4509
15.412	1	0	7	-95.9592
15.412	1	0	8	-67.5873
15.412	1	0	9	-102.589
15.413	1	0	0	-68.4184
15.413	1	0	1	-64.0342
15.413	1	0	2	-94.5095
15.413	1	0	3	-98.0343
15.413	1	0	4	-83.3773
15.413	1	0	5	-98.3221
15.413	1	0	6	-85.4509
15.413	1	0	7	-95.9592
15.413	1	0	8	-67.5873
15.413	1	0	9	-102.589
15.414	1	0	0	-68.4184
15.414	1	0	1	-64.0342
15.414	1	0	2	-94.5095
15.414	1	0	3	-98.0343
15.414	1	0	4	-83.3773
15.414	1	0	5	-98.3221
15.414	1	0	6	-85.4509
15.414	1	0	7	-95.9592
15.414	1	0	8	-67.5873
15.414	1	0	9	-102.589
15.415	1	0	0	-68.4184
15.415	1	0	1	-64.0342
15.415	1	0	2	-94.5095
15.415	1	0	3	-98.0343
15.415	1	0	4	-83.3773
15.415	1	0	5	-98.3221
15.415	1	0	6	-85.4509
15.415	1	0	7	-95.9592
15.415	1	0	8	-67.5873
15.415	1	0	9	-102.589
15.416	1	0	0	-68.4184
15.416	1	0	1	-64.0342
15.416	1	0	2	-94.5095
15.416	1	0	3	-98.0343
15.416	1	0	4	-83.3773
15.416	1	0	5	-98.3221
15.416	1	0	6	-85.4509
15.416	1	0	7	-95.9592
15.416	1	0	8	-67.5873
15.416	1	0	9	-102.589
15.417	1	0	0	-68.4184
15.417	1	0	1	-64.0342
15.417	1	0	2	-94.5095
15.417	1	0	3	-98.0343
15.417	1	0	4	-83.3773
15.417	1	0	5	-98.3221
15.417	1	0	6	-85.4509
15.417	1	0	7	-95.9592
15.417	1	0	8	-67.5873
15.417	1	0	9	-102.589
15.418	1	0	0	-68.4184
15.418	1	0	1	-64.0342
15.418	1	0	2	-94.5095
15.418	1	0	3	-98.0343
15.418	1	0	4	-83.3773
15.418	1	0	5	-98.3221
15.418	1	0	6	-85.4509
15.418	1	0	7	-95.9592
15.418	1	0	8	-67.5873
15.418	1	0	9	-102.589
15.419	1	0	0	-68.4184
15.419	1	0	1	-64.0342
15.419	1	0	2	-94.5095
15.419	1	0	3	-98.0343
15.419	1	0	4	-83.3773
15.419	1	0	5	-98.3221
15.419	1	0	6	-85.4509
15.419	1	0	7	-95.9592
15.419	1	0	8	-67.5873
15.419	1	0	9	-102.589
15.42	1	0	0	-68.4184
15.42	1	0	1	-64.0342
15.42	1	0	2	-94.5095
15.42	1	0	3	-98.0343
15.42	1	0	4	-83.3773
15.42	1	0	5	-98.3221
15.42	1	0	6	-85.4509
15.42	1	0	7	-95.9592
15.42	1	0	8	-67.5873
15.42	1	0	9	-102.589
15.421	1	0	0	-68.4184
15.421	1	0	1	-64.0342
15.421	1	0	2	-94.5095
15.421	1	0	3	-98.0343
15.421	1	0	4	-83.3773
15.421	1	0	5	-98.3221
15.421	1	0	6	-85.4509
15.421	1	0	7	-95.9592
15.421	1	0	8	-67.5873
15.421	1	0	9	-102.589
15.422	1	0	0	-68.4184
15.422	1	0	1	-64.0342
15.422	1	0	2	-94.5095
15.422	1	0	3	-98.0343
15.422	1	0	4	-83.3773
15.422	1	0	5	-98.3221
15.422	1	0	6	-85.4509
15.422	1	0	7	-95.9592
15.422	1	0	8	-67.5873
15.422	1	0	9	-102.589
15.423	1	0	0	-68.4184
15.423	1	0	1	-64.0342
15.423	1	0	2	-94.5095
15.423	1	0	3	-98.0343
15.423	1	0	4	-83.3773
15.423	1	0	5	-98.3221
15.423	1	0	6	-85.4509
15.423	1	0	7	-95.9592
15.423	1	0	8	-67.5873
15.423	1	0	9	-102.589
15.424	1	0	0	-68.4184
15.424	1	0	1	-64.0342
15.424	1	0	2	-94.5095
15.424	1	0	3	-98.0343
15.424	1	0	4	-83.3773
15.424	1	0	5	-98.3221
15.424	1	0	6	-85.4509
15.424	1	0	7	-95.9592
15.424	1	0	8	-67.5873
15.424	1	0	9	-102.589
15.425	1	0	0	-68.4184
15.425	1	0	1	-64.0342
15.425	1	0	2	-94.5095
15.425	1	0	3	-98.0343
15.425	1	0	4	-83.3773
15.425	1	0	5	-98.3221
15.425	1	0	6	-85.4509
15.425	1	0	7	-95.9592
15.425	1	0	8	-67.5873
15.425	1	0	9	-102.589
15.43	1	0	0	-68.4184
15.43	1	0	1	-64.0342
15.43	1	0	2	-94.5095
15.43	1	0	3	-98.0343
15.43	1	0	4	-83.3773
15.43	1	0	5	-98.3221
15.43	1	0	6	-85.4509
15.43	1	0	7	-95.9592
15.43	1	0	8	-67.5873
15.43	1	0	9	-102.589
15.435	1	0	0	-68.4184
15.435	1	0	1	-64.0342
15.435	1	0	2	-94.5095
15.435	1	0	3	-98.0343
15.435	1	0	4	-83.3773
15.435	1	0	5	-98.3221
15.435	1	0	6	-85.4509
15.435	1	0	7	-95.9592
15.435	1	0	8	-67.5873
15.435	1	0	9	-102.589
15.44	1	0	0	-68.4184
15.44	1	0	1	-64.0342
15.44	1	0	2	-94.5095
15.44	1	0	3	-98.0343
15.44	1	0	4	-83.3773
15.44	1	0	5	-98.3221
15.44	1	0	6	-85.4509
15.44	1	0	7	-95.9592
15.44	1	0	8	-67.5873
15.44	1	0	9	-102.589
15.445	1	0	0	-68.4184
15.445	1	0	1	-64.0342
15.445	1	0	2	-94.5095
15.445	1	0	3	-98.0343
15.445	1	0	4	-83.3773
15.445	1	0	5	-98.3221
15.445	1	0	6	-85.4509
15.445	1	0	7	-95.9592
15.445	1	0	8	-67.5873
15.445	1	0	9	-102.589
15.449	1	0	0	-68.4184
15.449	1	0	1	-64.0342
15.449	1	0	2	-94.5095
15.449	1	0	3	-98.0343
15.449	1	0	4	-83.3773
15.449	1	0	5	-98.3221
15.449	1	0	6	-85.4509
15.449	1	0	7	-95.9592
15.449	1	0	8	-67.5873
15.449	1	0	9	-102.589
15.45	1	0	0	-68.4184
15.45	1	0	1	-64.0342
15.45	1	0	2	-94.5095
15.45	1	0	3	-98.0343
15.45	1	0	4	-83.3773
15.45	1	0	5	-98.3221
15.45	1	0	6	-85.4509
15.45	1	0	7	-95.9592
15.45	1	0	8	-67.5873
15.45	1	0	9	-102.589
15.455	1	0	0	-68.4184
15.455	1	0	1	-64.0342
15.455	1	0	2	-94.5095
15.455	1	0	3	-98.0343
15.455	1	0	4	-83.3773
15.455	1	0	5	-98.3221
15.455	1	0	6	-85.4509
15.455	1	0	7	-95.9592
15.455	1	0	8	-67.5873
15.455	1	0	9	-102.589
15.46	1	0	0	-68.4184
15.46	1	0	1	-64.0342
15.46	1	0	2	-94.5095
15.46	1	0	3	-98.0343
15.46	1	0	4	-83.3773
15.46	1	0	5	-98.3221
15.46	1	0	6	-85.4509
15.46	1	0	7	-95.9592
15.46	1	0	8	-67.5873
15.46	1	0	9	-102.589
15.462	1	0	0	-68.4184
15.462	1	0	1	-64.0342
15.462	1	0	2	-94.5095
15.462	1	0	3	-98.0343
15.462	1	0	4	-83.3773
15.462	1	0	5	-98.3221
15.462	1	0	6	-85.4509
15.462	1	0	7	-95.9592
15.462	1	0	8	-67.5873
15.462	1	0	9	-102.589
15.463	1	0	0	-68.4184
15.463	1	0	1	-64.0342
15.463	1	0	2	-94.5095
15.463	1	0	3	-98.0343
15.463	1	0	4	-83.3773
15.463	1	0	5	-98.3221
15.463	1	0	6	-85.4509
15.463	1	0	7	-95.9592
15.463	1	0	8	-67.5873
15.463	1	0	9	-102.589
15.465	1	0	0	-68.4184
15.465	1	0	1	-64.0342
15.465	1	0	2	-94.5095
15.465	1	0	3	-98.0343
15.465	1	0	4	-83.3773
15.465	1	0	5	-98.3221
15.465	1	0	6	-85.4509
15.465	1	0	7	-95.9592
15.465	1	0	8	-67.5873
15.465	1	0	9	-102.589
15.47	1	0	0	-68.4184
15.47	1	0	1	-64.0342
15.47	1	0	2	-94.5095
15.47	1	0	3	-98.0343
15.47	1	0	4	-83.3773
15.47	1	0	5	-98.3221
15.47	1	0	6	-85.4509
15.47	1	0	7	-95.9592
15.47	1	0	8	-67.5873
15.47	1	0	9	-102.589
15.475	1	0	0	-68.4184
15.475	1	0	1	-64.0342
15.475	1	0	2	-94.5095
15.475	1	0	3	-98.0343
15.475	1	0	4	-83.3773
15.475	1	0	5	-98.3221
15.475	1	0	6	-85.4509
15.475	1	0	7	-95.9592
15.475	1	0	8	-67.5873
15.475	1	0	9	-102.589
15.477	1	0	0	-68.4184
15.477	1	0	1	-64.0342
15.477	1	0	2	-94.5095
15.477	1	0	3	-98.0343
15.477	1	0	4	-83.3773
15.477	1	0	5	-98.3221
15.477	1	0	6	-85.4509
15.477	1	0	7	-95.9592
15.477	1	0	8	-67.5873
15.477	1	0	9	-102.589
15.479	1	0	0	-68.4184
15.479	1	0	1	-64.0342
15.479	1	0	2	-94.5095
15.479	1	0	3	-98.0343
15.479	1	0	4	-83.3773
15.479	1	0	5	-98.3221
15.479	1	0	6	-85.4509
15.479	1	0	7	-95.9592
15.479	1	0	8	-67.5873
15.479	1	0	9	-102.589
15.48	1	0	0	-68.4184
15.48	1	0	1	-64.0342
15.48	1	0	2	-94.5095
15.48	1	0	3	-98.0343
15.48	1	0	4	-83.3773
15.48	1	0	5	-98.3221
15.48	1	0	6	-85.4509
15.48	1	0	7	-95.9592
15.48	1	0	8	-67.5873
15.48	1	0	9	-102.589
15.485	1	0	0	-68.4184
15.485	1	0	1	-64.0342
15.485	1	0	2	-94.5095
15.485	1	0	3	-98.0343
15.485	1	0	4	-83.3773
15.485	1	0	5	-98.3221
15.485	1	0	6	-85.4509
15.485	1	0	7	-95.9592
15.485	1	0	8	-67.5873
15.485	1	0	9	-102.589
15.49	1	0	0	-68.4184
15.49	1	0	1	-64.0342
15.49	1	0	2	-94.5095
15.49	1	0	3	-98.0343
15.49	1	0	4	-83.3773
15.49	1	0	5	-98.3221
15.49	1	0	6	-85.4509
15.49	1	0	7	-95.9592
15.49	1	0	8	-67.5873
15.49	1	0	9	-102.589
15.495	1	0	0	-68.4184
15.495	1	0	1	-64.0342
15.495	1	0	2	-94.5095
15.495	1	0	3	-98.0343
15.495	1	0	4	-83.3773
15.495	1	0	5	-98.3221
15.495	1	0	6	-85.4509
15.495	1	0	7	-95.9592
15.495	1	0	8	-67.5873
15.495	1	0	9	-102.589
15.497	1	0	0	-68.4184
15.497	1	0	1	-64.0342
15.497	1	0	2	-94.5095
15.497	1	0	3	-98.0343
15.497	1	0	4	-83.3773
15.497	1	0	5	-98.3221
15.497	1	0	6	-85.4509
15.497	1	0	7	-95.9592
15.497	1	0	8	-67.5873
15.497	1	0	9	-102.589
15.5	1	0	0	-68.4184
15.5	1	0	1	-64.0342
15.5	1	0	2	-94.5095
15.5	1	0	3	-98.0343
15.5	1	0	4	-83.3773
15.5	1	0	5	-98.3221
15.5	1	0	6	-85.4509
15.5	1	0	7	-95.9592
15.5	1	0	8	-67.5873
15.5	1	0	9	-102.589
15.505	1	0	0	-68.4184
15.505	1	0	1	-64.0342
15.505	1	0	2	-94.5095
15.505	1	0	3	-98.0343
15.505	1	0	4	-83.3773
15.505	1	0	5	-98.3221
15.505	1	0	6	-85.4509
15.505	1	0	7	-95.9592
15.505	1	0	8	-67.5873
15.505	1	0	9	-102.589
15.51	1	0	0	-68.4184
15.51	1	0	1	-64.0342
15.51	1	0	2	-94.5095
15.51	1	0	3	-98.0343
15.51	1	0	4	-83.3773
15.51	1	0	5	-98.3221
15.51	1	0	6	-85.4509
15.51	1	0	7	-95.9592
15.51	1	0	8	-67.5873
15.51	1	0	9	-102.589
15.511	1	0	0	-68.4184
15.511	1	0	1	-64.0342
15.511	1	0	2	-94.5095
15.511	1	0	3	-98.0343
15.511	1	0	4	-83.3773
15.511	1	0	5	-98.3221
15.511	1	0	6	-85.4509
15.511	1	0	7	-95.9592
15.511	1	0	8	-67.5873
15.511	1	0	9	-102.589
15.512	1	0	0	-68.4184
15.512	1	0	1	-64.0342
15.512	1	0	2	-94.5095
15.512	1	0	3	-98.0343
15.512	1	0	4	-83.3773
15.512	1	0	5	-98.3221
15.512	1	0	6	-85.4509
15.512	1	0	7	-95.9592
15.512	1	0	8	-67.5873
15.512	1	0	9	-102.589
15.513	1	0	0	-68.4184
15.513	1	0	1	-64.0342
15.513	1	0	2	-94.5095
15.513	1	0	3	-98.0343
15.513	1	0	4	-83.3773
15.513	1	0	5	-98.3221
15.513	1	0	6	-85.4509
15.513	1	0	7	-95.9592
15.513	1	0	8	-67.5873
15.513	1	0	9	-102.589
15.514	1	0	0	-68.4184
15.514	1	0	1	-64.0342
15.514	1	0	2	-94.5095
15.514	1	0	3	-98.0343
15.514	1	0	4	-83.3773
15.514	1	0	5	-98.3221
15.514	1	0	6	-85.4509
15.514	1	0	7	-95.9592
15.514	1	0	8	-67.5873
15.514	1	0	9	-102.589
15.515	1	0	0	-68.4184
15.515	1	0	1	-64.0342
15.515	1	0	2	-94.5095
15.515	1	0	3	-98.0343
15.515	1	0	4	-83.3773
15.515	1	0	5	-98.3221
15.515	1	0	6	-85.4509
15.515	1	0	7	-95.9592
15.515	1	0	8	-67.5873
15.515	1	0	9	-102.589
15.516	1	0	0	-68.4184
15.516	1	0	1	-64.0342
15.516	1	0	2	-94.5095
15.516	1	0	3	-98.0343
15.516	1	0	4	-83.3773
15.516	1	0	5	-98.3221
15.516	1	0	6	-85.4509
15.516	1	0	7	-95.9592
15.516	1	0	8	-67.5873
15.516	1	0	9	-102.589
15.517	1	0	0	-68.4184
15.517	1	0	1	-64.0342
15.517	1	0	2	-94.5095
15.517	1	0	3	-98.0343
15.517	1	0	4	-83.3773
15.517	1	0	5	-98.3221
